Rate,Depth,Thick,Temp,Perm,Poro,Time,Weight
200,2323,820,120,8.5,0.1,25,1.825
200,2343,820,120,8.5,0.1,25,1.825
200,2413,820,120,8.5,0.1,25,1.825
200,2305,820,120,8.5,0.1,25,1.825
200,2305,820,120,8.5,0.1,25,1.825
200,2262,820,120,8.5,0.1,25,1.825
200,2262,820,120,8.5,0.1,25,1.825
200,2293,820,120,8.5,0.1,25,1.825
200,2326,820,120,8.5,0.1,25,1.825
200,2341,820,120,8.5,0.1,25,1.825
200,2314,820,120,8.5,0.1,25,1.825
200,2050,820,120,8.5,0.1,25,1.825
200,2045,820,120,8.5,0.1,25,1.825
200,1964,820,120,8.5,0.1,25,1.825
200,1894,820,120,8.5,0.1,25,1.825
200,2346,820,120,8.5,0.1,25,1.825
200,2352,820,120,8.5,0.1,25,1.825
200,2276,820,120,8.5,0.1,25,1.825
200,1908,820,120,8.5,0.1,25,1.825
200,2432,820,120,8.5,0.1,25,1.825
200,2344,820,120,8.5,0.1,25,1.825
200,2311,820,120,8.5,0.1,25,1.825
200,2328,820,120,8.5,0.1,25,1.825
200,2044,820,120,8.5,0.1,25,1.825
200,2384,820,120,8.5,0.1,25,1.825
200,2384,820,120,8.5,0.1,25,1.825
200,2384,820,120,8.5,0.1,25,1.825
200,2384,820,120,8.5,0.1,25,1.825
200,2088,820,120,8.5,0.1,25,1.825
200,2299,820,120,8.5,0.1,25,1.825
200,2266,820,120,8.5,0.1,25,1.825
200,2314,820,120,8.5,0.1,25,1.825
200,2314,820,120,8.5,0.1,25,1.825
200,1925,820,120,8.5,0.1,25,1.825
200,2372,820,120,8.5,0.1,25,1.825
200,1924,820,120,8.5,0.1,25,1.825
200,2283,820,120,8.5,0.1,25,1.825
200,2296,820,120,8.5,0.1,25,1.825
200,2290,820,120,8.5,0.1,25,1.825
200,2262,820,120,8.5,0.1,25,1.825
200,2265,820,120,8.5,0.1,25,1.825
200,2410,850,140,30,0.1,25,1.825
200,2410,850,140,30,0.1,25,1.825
200,2364,850,140,30,0.1,25,1.825
200,2374,850,140,30,0.1,25,1.825
200,2350,850,140,30,0.1,25,1.825
200,2350,850,140,30,0.1,25,1.825
200,2058,850,140,30,0.1,25,1.825
200,2388,850,140,30,0.1,25,1.825
200,2388,850,140,30,0.1,25,1.825
200,2374,850,140,30,0.1,25,1.825
200,2313,850,140,30,0.1,25,1.825
200,2313,850,140,30,0.1,25,1.825
200,2228,850,140,30,0.1,25,1.825
200,2281,850,140,30,0.1,25,1.825
200,2466,850,140,30,0.1,25,1.825
200,2466,850,140,30,0.1,25,1.825
200,2466,850,140,30,0.1,25,1.825
200,2466,850,140,30,0.1,25,1.825
200,2281,850,140,30,0.1,25,1.825
200,2208,850,140,30,0.1,25,1.825
200,2221,850,140,30,0.1,25,1.825
200,2407,850,140,30,0.1,25,1.825
200,2385,850,140,30,0.1,25,1.825
200,2371,850,140,30,0.1,25,1.825
200,2361,850,140,30,0.1,25,1.825
200,2439,850,140,30,0.1,25,1.825
200,2219,850,140,30,0.1,25,1.825
200,2365,850,140,30,0.1,25,1.825
200,2365,850,140,30,0.1,25,1.825
200,2391,850,140,30,0.1,25,1.825
200,2391,850,140,30,0.1,25,1.825
200,2391,850,140,30,0.1,25,1.825
200,2329,850,140,30,0.1,25,1.825
200,2379,850,140,30,0.1,25,1.825
200,2361,850,140,30,0.1,25,1.825
200,2306,850,140,30,0.1,25,1.825
200,2306,850,140,30,0.1,25,1.825
200,2330,850,140,30,0.1,25,1.825
200,2225,850,140,30,0.1,25,1.825
200,1876,850,140,30,0.1,25,1.825
200,1876,850,140,30,0.1,25,1.825
200,2381,850,140,30,0.1,25,1.825
200,2381,850,140,30,0.1,25,1.825
200,2317,850,140,30,0.1,25,1.825
200,2317,850,140,30,0.1,25,1.825
200,2349,850,140,30,0.1,25,1.825
200,2417,850,140,30,0.1,25,1.825
200,2355,850,140,30,0.1,25,1.825
200,2023,850,140,30,0.1,25,1.825
200,2158,850,140,30,0.1,25,1.825
200,2369,850,140,30,0.1,25,1.825
200,2360,850,140,30,0.1,25,1.825
200,2314,850,140,30,0.1,25,1.825
200,2314,850,140,30,0.1,25,1.825
200,2302,850,140,30,0.1,25,1.825
200,2302,850,140,30,0.1,25,1.825
200,2353,850,140,30,0.1,25,1.825
200,2308,850,140,30,0.1,25,1.825
200,2308,850,140,30,0.1,25,1.825
200,2283,850,140,30,0.1,25,1.825
200,2298,850,140,30,0.1,25,1.825
200,2302,850,140,30,0.1,25,1.825
200,2351,850,140,30,0.1,25,1.825
200,2019,850,140,30,0.1,25,1.825
200,1958,850,140,30,0.1,25,1.825
200,2168,850,140,30,0.1,25,1.825
200,2057,850,140,30,0.1,25,1.825
200,2068,850,140,30,0.1,25,1.825
200,2321,850,140,30,0.1,25,1.825
200,1865,850,140,30,0.1,25,1.825
200,2016,850,140,30,0.1,25,1.825
200,1958,850,140,30,0.1,25,1.825
200,1949,850,140,30,0.1,25,1.825
200,2379,850,140,30,0.1,25,1.825
200,2039,850,140,30,0.1,25,1.825
200,2136,850,140,30,0.1,25,1.825
200,2074,850,140,30,0.1,25,1.825
200,2350,850,140,30,0.1,25,1.825
200,2371,850,140,30,0.1,25,1.825
200,2327,850,140,30,0.1,25,1.825
200,2244,850,140,30,0.1,25,1.825
200,2322,850,140,30,0.1,25,1.825
200,2322,850,140,30,0.1,25,1.825
200,2340,850,140,30,0.1,25,1.825
200,2340,850,140,30,0.1,25,1.825
200,2307,850,140,30,0.1,25,1.825
200,2300,850,140,30,0.1,25,1.825
200,2309,850,140,30,0.1,25,1.825
200,2300,850,140,30,0.1,25,1.825
200,2320,850,140,30,0.1,25,1.825
200,2253,850,140,30,0.1,25,1.825
200,2253,850,140,30,0.1,25,1.825
200,1926,850,140,30,0.1,25,1.825
200,2226,850,140,30,0.1,25,1.825
200,2334,850,140,30,0.1,25,1.825
200,2334,850,140,30,0.1,25,1.825
200,2314,850,140,30,0.1,25,1.825
200,2314,850,140,30,0.1,25,1.825
200,2233,850,140,30,0.1,25,1.825
200,2180,850,140,30,0.1,25,1.825
200,2180,850,140,30,0.1,25,1.825
200,2197,850,140,30,0.1,25,1.825
200,2030,850,140,30,0.1,25,1.825
200,1966,850,140,30,0.1,25,1.825
200,2321,850,140,30,0.1,25,1.825
200,2328,850,140,30,0.1,25,1.825
200,2309,850,140,30,0.1,25,1.825
200,2354,850,140,30,0.1,25,1.825
200,2320,850,140,30,0.1,25,1.825
200,2252,850,140,30,0.1,25,1.825
200,1911,850,140,30,0.1,25,1.825
200,1915,850,140,30,0.1,25,1.825
200,1918,850,140,30,0.1,25,1.825
200,1918,850,140,30,0.1,25,1.825
200,2364,850,140,30,0.1,25,1.825
200,2037,850,140,30,0.1,25,1.825
200,2266,850,140,30,0.1,25,1.825
200,2037,850,140,30,0.1,25,1.825
200,2272,850,140,30,0.1,25,1.825
200,1926,850,140,30,0.1,25,1.825
200,1898,850,140,30,0.1,25,1.825
200,2273,850,140,30,0.1,25,1.825
200,1924,850,140,30,0.1,25,1.825
200,2317,850,140,30,0.1,25,1.825
200,2300,850,140,30,0.1,25,1.825
200,2024,850,140,30,0.1,25,1.825
200,1914,850,140,30,0.1,25,1.825
200,1957,850,140,30,0.1,25,1.825
200,2286,850,140,30,0.1,25,1.825
200,2349,850,140,30,0.1,25,1.825
200,2315,850,140,30,0.1,25,1.825
200,1920,850,140,30,0.1,25,1.825
200,1923,850,140,30,0.1,25,1.825
200,1925,850,140,30,0.1,25,1.825
200,2308,850,140,30,0.1,25,1.825
200,1918,850,140,30,0.1,25,1.825
200,2297,850,140,30,0.1,25,1.825
200,1938,850,140,30,0.1,25,1.825
200,2296,850,140,30,0.1,25,1.825
200,2296,850,140,30,0.1,25,1.825
200,2254,850,140,30,0.1,25,1.825
200,2306,850,140,30,0.1,25,1.825
200,2275,850,140,30,0.1,25,1.825
200,2243,850,140,30,0.1,25,1.825
200,2060,850,140,30,0.1,25,1.825
200,2308,850,140,30,0.1,25,1.825
200,2308,850,140,30,0.1,25,1.825
200,1966,850,140,30,0.1,25,1.825
200,2278,850,140,30,0.1,25,1.825
200,2140,850,140,30,0.1,25,1.825
200,2204,850,140,30,0.1,25,1.825
200,2151,850,140,30,0.1,25,1.825
200,2184,850,140,30,0.1,25,1.825
200,2184,850,140,30,0.1,25,1.825
200,2182,850,140,30,0.1,25,1.825
200,2182,850,140,30,0.1,25,1.825
200,2169,850,140,30,0.1,25,1.825
200,2116,850,140,30,0.1,25,1.825
200,2261,850,140,30,0.1,25,1.825
200,2221,850,140,30,0.1,25,1.825
200,2215,850,140,30,0.1,25,1.825
200,2215,850,140,30,0.1,25,1.825
200,2215,850,140,30,0.1,25,1.825
200,2173,850,140,30,0.1,25,1.825
200,2228,850,140,30,0.1,25,1.825
200,2272,850,140,30,0.1,25,1.825
200,2219,850,140,30,0.1,25,1.825
200,2150,850,140,30,0.1,25,1.825
200,2250,850,140,30,0.1,25,1.825
200,2206,850,140,30,0.1,25,1.825
200,2237,850,140,30,0.1,25,1.825
200,2287,850,140,30,0.1,25,1.825
200,2287,850,140,30,0.1,25,1.825
200,2273,850,140,30,0.1,25,1.825
200,2273,850,140,30,0.1,25,1.825
200,2285,850,140,30,0.1,25,1.825
200,2304,850,140,30,0.1,25,1.825
200,2313,850,140,30,0.1,25,1.825
200,2313,850,140,30,0.1,25,1.825
200,2233,850,140,30,0.1,25,1.825
200,2221,850,140,30,0.1,25,1.825
200,2240,850,140,30,0.1,25,1.825
200,2295,850,140,30,0.1,25,1.825
200,2101,850,140,30,0.1,25,1.825
200,2260,850,140,30,0.1,25,1.825
200,2168,850,140,30,0.1,25,1.825
200,2220,850,140,30,0.1,25,1.825
200,2220,850,140,30,0.1,25,1.825
200,2246,850,140,30,0.1,25,1.825
200,2174,850,140,30,0.1,25,1.825
200,2241,850,140,30,0.1,25,1.825
200,2241,850,140,30,0.1,25,1.825
200,2241,850,140,30,0.1,25,1.825
200,2128,850,140,30,0.1,25,1.825
200,2128,850,140,30,0.1,25,1.825
200,2152,850,140,30,0.1,25,1.825
200,2054,850,140,30,0.1,25,1.825
200,2222,850,140,30,0.1,25,1.825
200,2048,850,140,30,0.1,25,1.825
200,2337,850,140,30,0.1,25,1.825
200,2198,850,140,30,0.1,25,1.825
200,2198,850,140,30,0.1,25,1.825
200,2226,850,140,30,0.1,25,1.825
200,2194,850,140,30,0.1,25,1.825
200,2194,850,140,30,0.1,25,1.825
200,2170,850,140,30,0.1,25,1.825
200,2169,850,140,30,0.1,25,1.825
200,2160,850,140,30,0.1,25,1.825
200,2213,850,140,30,0.1,25,1.825
200,2213,850,140,30,0.1,25,1.825
200,2111,850,140,30,0.1,25,1.825
200,2165,850,140,30,0.1,25,1.825
200,2129,850,140,30,0.1,25,1.825
200,2202,850,140,30,0.1,25,1.825
200,2202,850,140,30,0.1,25,1.825
200,2102,850,140,30,0.1,25,1.825
200,2106,850,140,30,0.1,25,1.825
200,2130,850,140,30,0.1,25,1.825
200,2101,850,140,30,0.1,25,1.825
200,2065,850,140,30,0.1,25,1.825
200,2043,850,140,30,0.1,25,1.825
200,2150,850,140,30,0.1,25,1.825
200,2150,850,140,30,0.1,25,1.825
200,2157,850,140,30,0.1,25,1.825
200,2170,850,140,30,0.1,25,1.825
200,2002,850,140,30,0.1,25,1.825
200,2125,850,140,30,0.1,25,1.825
200,2094,850,140,30,0.1,25,1.825
200,2116,850,140,30,0.1,25,1.825
200,2167,850,140,30,0.1,25,1.825
200,2167,850,140,30,0.1,25,1.825
200,2167,850,140,30,0.1,25,1.825
200,2189,850,140,30,0.1,25,1.825
200,2189,850,140,30,0.1,25,1.825
200,2115,850,140,30,0.1,25,1.825
200,2027,850,140,30,0.1,25,1.825
200,2183,850,140,30,0.1,25,1.825
200,2133,850,140,30,0.1,25,1.825
200,2081,850,140,30,0.1,25,1.825
200,2131,850,140,30,0.1,25,1.825
200,1945,850,140,30,0.1,25,1.825
200,1975,850,140,30,0.1,25,1.825
200,2076,850,140,30,0.1,25,1.825
200,2190,850,140,30,0.1,25,1.825
200,2193,850,140,30,0.1,25,1.825
200,1895,850,140,30,0.1,25,1.825
200,1911,850,140,30,0.1,25,1.825
200,2040,850,140,30,0.1,25,1.825
200,2024,850,140,30,0.1,25,1.825
200,1942,850,140,30,0.1,25,1.825
200,1916,850,140,30,0.1,25,1.825
200,1910,850,140,30,0.1,25,1.825
200,1922,850,140,30,0.1,25,1.825
200,1924,850,140,30,0.1,25,1.825
200,1884,850,140,30,0.1,25,1.825
200,1872,850,140,30,0.1,25,1.825
200,1883,850,140,30,0.1,25,1.825
200,1881,850,140,30,0.1,25,1.825
200,1912,850,140,30,0.1,25,1.825
200,1912,850,140,30,0.1,25,1.825
200,1869,850,140,30,0.1,25,1.825
200,1879,850,140,30,0.1,25,1.825
200,2056,850,140,30,0.1,25,1.825
200,2128,850,140,30,0.1,25,1.825
200,1874,850,140,30,0.1,25,1.825
200,2100,850,140,30,0.1,25,1.825
200,2100,850,140,30,0.1,25,1.825
200,2100,850,140,30,0.1,25,1.825
200,2119,850,140,30,0.1,25,1.825
200,2119,850,140,30,0.1,25,1.825
200,2066,850,140,30,0.1,25,1.825
200,2072,850,140,30,0.1,25,1.825
200,1931,850,140,30,0.1,25,1.825
200,2099,850,140,30,0.1,25,1.825
200,1872,850,140,30,0.1,25,1.825
200,2013,850,140,30,0.1,25,1.825
200,2013,850,140,30,0.1,25,1.825
200,2002,850,140,30,0.1,25,1.825
200,2002,850,140,30,0.1,25,1.825
200,1913,850,140,30,0.1,25,1.825
200,1873,850,140,30,0.1,25,1.825
200,2137,850,140,30,0.1,25,1.825
200,2172,850,140,30,0.1,25,1.825
200,2180,850,140,30,0.1,25,1.825
200,1864,850,140,30,0.1,25,1.825
200,2226,850,140,30,0.1,25,1.825
200,2011,850,140,30,0.1,25,1.825
200,2098,850,140,30,0.1,25,1.825
200,2098,850,140,30,0.1,25,1.825
200,2098,850,140,30,0.1,25,1.825
200,2104,850,140,30,0.1,25,1.825
200,2104,850,140,30,0.1,25,1.825
200,2230,850,140,30,0.1,25,1.825
200,2230,850,140,30,0.1,25,1.825
200,2248,850,140,30,0.1,25,1.825
200,2108,850,140,30,0.1,25,1.825
200,2227,850,140,30,0.1,25,1.825
200,2035,850,140,30,0.1,25,1.825
200,2035,850,140,30,0.1,25,1.825
200,2276,850,140,30,0.1,25,1.825
200,2241,850,140,30,0.1,25,1.825
200,2059,850,140,30,0.1,25,1.825
200,2143,850,140,30,0.1,25,1.825
200,2264,850,140,30,0.1,25,1.825
200,2103,850,140,30,0.1,25,1.825
200,2165,850,140,30,0.1,25,1.825
200,1871,850,140,30,0.1,25,1.825
200,1871,850,140,30,0.1,25,1.825
200,1871,850,140,30,0.1,25,1.825
200,2243,850,140,30,0.1,25,1.825
200,2245,850,140,30,0.1,25,1.825
200,2214,850,140,30,0.1,25,1.825
200,2214,850,140,30,0.1,25,1.825
200,2194,850,140,30,0.1,25,1.825
200,2125,850,140,30,0.1,25,1.825
200,2257,850,140,30,0.1,25,1.825
200,2240,850,140,30,0.1,25,1.825
200,2240,850,140,30,0.1,25,1.825
200,2200,850,140,30,0.1,25,1.825
200,2242,850,140,30,0.1,25,1.825
200,2170,850,140,30,0.1,25,1.825
200,2160,850,140,30,0.1,25,1.825
200,2182,850,140,30,0.1,25,1.825
200,2182,850,140,30,0.1,25,1.825
200,2275,850,140,30,0.1,25,1.825
200,2254,850,140,30,0.1,25,1.825
200,2134,850,140,30,0.1,25,1.825
200,2193,850,140,30,0.1,25,1.825
200,2272,850,140,30,0.1,25,1.825
200,2240,850,140,30,0.1,25,1.825
200,2156,850,140,30,0.1,25,1.825
200,2323,850,140,30,0.1,25,1.825
200,2154,850,140,30,0.1,25,1.825
200,2154,850,140,30,0.1,25,1.825
200,2125,850,140,30,0.1,25,1.825
200,2146,850,140,30,0.1,25,1.825
200,2164,850,140,30,0.1,25,1.825
200,2190,850,140,30,0.1,25,1.825
200,2050,850,140,30,0.1,25,1.825
200,2276,850,140,30,0.1,25,1.825
200,1987,850,140,30,0.1,25,1.825
200,2094,850,140,30,0.1,25,1.825
200,2168,850,140,30,0.1,25,1.825
200,2003,850,140,30,0.1,25,1.825
200,2229,850,140,30,0.1,25,1.825
200,2229,850,140,30,0.1,25,1.825
200,2229,850,140,30,0.1,25,1.825
200,2162,850,140,30,0.1,25,1.825
200,2160,850,140,30,0.1,25,1.825
200,2106,850,140,30,0.1,25,1.825
200,2045,850,140,30,0.1,25,1.825
200,2045,850,140,30,0.1,25,1.825
200,2096,850,140,30,0.1,25,1.825
200,2096,850,140,30,0.1,25,1.825
200,1939,850,140,30,0.1,25,1.825
200,2093,850,140,30,0.1,25,1.825
200,2062,850,140,30,0.1,25,1.825
200,1880,850,140,30,0.1,25,1.825
200,1967,850,140,30,0.1,25,1.825
200,2170,850,140,30,0.1,25,1.825
200,2001,850,140,30,0.1,25,1.825
200,2130,850,140,30,0.1,25,1.825
200,1879,850,140,30,0.1,25,1.825
200,1879,850,140,30,0.1,25,1.825
200,2062,850,140,30,0.1,25,1.825
200,1939,850,140,30,0.1,25,1.825
200,2102,850,140,30,0.1,25,1.825
200,1879,850,140,30,0.1,25,1.825
200,1966,850,140,30,0.1,25,1.825
200,1874,850,140,30,0.1,25,1.825
200,1882,850,140,30,0.1,25,1.825
200,1882,850,140,30,0.1,25,1.825
200,1882,850,140,30,0.1,25,1.825
200,1889,850,140,30,0.1,25,1.825
200,2094,850,140,30,0.1,25,1.825
200,1880,850,140,30,0.1,25,1.825
200,2179,850,140,30,0.1,25,1.825
200,1878,850,140,30,0.1,25,1.825
200,2056,850,140,30,0.1,25,1.825
200,2056,850,140,30,0.1,25,1.825
200,2056,850,140,30,0.1,25,1.825
200,2257,850,140,30,0.1,25,1.825
200,2125,850,140,30,0.1,25,1.825
200,2188,850,140,30,0.1,25,1.825
200,2188,850,140,30,0.1,25,1.825
200,2112,850,140,30,0.1,25,1.825
200,2132,850,140,30,0.1,25,1.825
200,1875,850,140,30,0.1,25,1.825
200,2106,850,140,30,0.1,25,1.825
200,1947,850,140,30,0.1,25,1.825
200,1993,850,140,30,0.1,25,1.825
200,2251,850,140,30,0.1,25,1.825
200,2178,850,140,30,0.1,25,1.825
200,1879,850,140,30,0.1,25,1.825
200,1876,850,140,30,0.1,25,1.825
200,2244,850,140,30,0.1,25,1.825
200,2161,850,140,30,0.1,25,1.825
200,2279,850,140,30,0.1,25,1.825
200,2263,850,140,30,0.1,25,1.825
200,2159,850,140,30,0.1,25,1.825
200,2277,850,140,30,0.1,25,1.825
200,2204,850,140,30,0.1,25,1.825
200,2204,850,140,30,0.1,25,1.825
200,2204,850,140,30,0.1,25,1.825
200,1878,850,140,30,0.1,25,1.825
200,1880,850,140,30,0.1,25,1.825
200,2295,850,140,30,0.1,25,1.825
200,2300,850,140,30,0.1,25,1.825
200,2272,850,140,30,0.1,25,1.825
200,1883,850,140,30,0.1,25,1.825
200,1892,850,140,30,0.1,25,1.825
200,1880,850,140,30,0.1,25,1.825
200,1887,850,140,30,0.1,25,1.825
200,1889,850,140,30,0.1,25,1.825
200,1886,850,140,30,0.1,25,1.825
200,1886,850,140,30,0.1,25,1.825
200,1898,850,140,30,0.1,25,1.825
200,2209,850,140,30,0.1,25,1.825
200,2218,850,140,30,0.1,25,1.825
200,2258,850,140,30,0.1,25,1.825
200,2127,850,140,30,0.1,25,1.825
200,2224,850,140,30,0.1,25,1.825
200,1976,850,140,30,0.1,25,1.825
200,2244,850,140,30,0.1,25,1.825
200,2091,850,140,30,0.1,25,1.825
200,2123,850,140,30,0.1,25,1.825
200,2117,850,140,30,0.1,25,1.825
200,2218,850,140,30,0.1,25,1.825
200,2157,850,140,30,0.1,25,1.825
200,2182,850,140,30,0.1,25,1.825
200,2038,850,140,30,0.1,25,1.825
200,2038,850,140,30,0.1,25,1.825
200,2206,850,140,30,0.1,25,1.825
200,2189,850,140,30,0.1,25,1.825
200,2189,850,140,30,0.1,25,1.825
200,2112,850,140,30,0.1,25,1.825
200,2218,850,140,30,0.1,25,1.825
200,2449,850,140,30,0.1,25,1.825
200,2057,850,140,30,0.1,25,1.825
200,2186,850,140,30,0.1,25,1.825
200,2119,850,140,30,0.1,25,1.825
200,2051,850,140,30,0.1,25,1.825
200,2440,850,140,30,0.1,25,1.825
200,2295,850,140,30,0.1,25,1.825
200,2461,850,140,30,0.1,25,1.825
200,2358,850,140,30,0.1,25,1.825
200,1973,850,140,30,0.1,25,1.825
200,2001,850,140,30,0.1,25,1.825
200,2102,850,140,30,0.1,25,1.825
200,2120,850,140,30,0.1,25,1.825
200,2142,850,140,30,0.1,25,1.825
200,2082,850,140,30,0.1,25,1.825
200,2235,850,140,30,0.1,25,1.825
200,2020,850,140,30,0.1,25,1.825
200,2474,850,140,30,0.1,25,1.825
200,1988,850,140,30,0.1,25,1.825
200,2217,850,140,30,0.1,25,1.825
200,2005,850,140,30,0.1,25,1.825
200,2029,850,140,30,0.1,25,1.825
200,2107,850,140,30,0.1,25,1.825
200,2107,850,140,30,0.1,25,1.825
200,2142,850,140,30,0.1,25,1.825
200,2307,845,140,40,0.1,25,1.825
200,2278,845,140,40,0.1,25,1.825
200,2095,845,140,40,0.1,25,1.825
200,2034,845,140,40,0.1,25,1.825
200,2117,845,140,40,0.1,25,1.825
200,2165,845,140,40,0.1,25,1.825
200,2484,845,140,40,0.1,25,1.825
200,1998,845,140,40,0.1,25,1.825
200,2097,845,140,40,0.1,25,1.825
200,2082,845,140,40,0.1,25,1.825
200,2172,845,140,40,0.1,25,1.825
200,2105,845,140,40,0.1,25,1.825
200,2117,845,140,40,0.1,25,1.825
200,2054,845,140,40,0.1,25,1.825
200,2062,845,140,40,0.1,25,1.825
200,2089,845,140,40,0.1,25,1.825
200,2154,845,140,40,0.1,25,1.825
200,2079,845,140,40,0.1,25,1.825
200,2071,845,140,40,0.1,25,1.825
200,2026,845,140,40,0.1,25,1.825
200,2091,845,140,40,0.1,25,1.825
200,2123,845,140,40,0.1,25,1.825
200,2086,845,140,40,0.1,25,1.825
200,2042,845,140,40,0.1,25,1.825
200,2042,845,140,40,0.1,25,1.825
200,2126,845,140,40,0.1,25,1.825
200,2055,845,140,40,0.1,25,1.825
200,2092,845,140,40,0.1,25,1.825
200,2118,845,140,40,0.1,25,1.825
200,2410,845,140,40,0.1,25,1.825
200,2056,845,140,40,0.1,25,1.825
200,2047,845,140,40,0.1,25,1.825
200,2080,845,140,40,0.1,25,1.825
200,2040,845,140,40,0.1,25,1.825
200,2053,845,140,40,0.1,25,1.825
200,2009,845,140,40,0.1,25,1.825
200,2145,845,140,40,0.1,25,1.825
200,2145,845,140,40,0.1,25,1.825
200,2173,845,140,40,0.1,25,1.825
200,2112,845,140,40,0.1,25,1.825
200,2288,845,140,40,0.1,25,1.825
200,2404,845,140,40,0.1,25,1.825
200,2177,845,140,40,0.1,25,1.825
200,2075,845,140,40,0.1,25,1.825
200,2035,845,140,40,0.1,25,1.825
200,2056,845,140,40,0.1,25,1.825
200,2045,845,140,40,0.1,25,1.825
200,2101,845,140,40,0.1,25,1.825
200,1878,430,40,8,0.1,25,1.825
200,2146,550,80,8,0.1,25,1.825
200,2062,550,80,8,0.1,25,1.825
200,2086,550,80,8,0.1,25,1.825
200,2146,550,80,8,0.1,25,1.825
200,2227,550,80,8,0.1,25,1.825
200,2092,550,80,8,0.1,25,1.825
200,2109,550,80,8,0.1,25,1.825
200,2105,550,80,8,0.1,25,1.825
200,2094,550,80,8,0.1,25,1.825
200,2019,550,80,8,0.1,25,1.825
200,2169,550,80,8,0.1,25,1.825
200,2073,550,80,8,0.1,25,1.825
200,2167,550,80,8,0.1,25,1.825
200,2096,550,80,8,0.1,25,1.825
200,2103,550,80,8,0.1,25,1.825
200,2088,550,80,8,0.1,25,1.825
200,2084,550,80,8,0.1,25,1.825
200,2203,550,80,8,0.1,25,1.825
200,2097,550,80,8,0.1,25,1.825
200,2099,550,80,8,0.1,25,1.825
200,2064,550,80,8,0.1,25,1.825
200,2054,550,80,8,0.1,25,1.825
200,2060,550,80,8,0.1,25,1.825
200,2083,550,80,8,0.1,25,1.825
200,2099,550,80,8,0.1,25,1.825
200,2090,550,80,8,0.1,25,1.825
200,2085,550,80,8,0.1,25,1.825
200,2074,550,80,8,0.1,25,1.825
200,2115,550,80,8,0.1,25,1.825
200,2145,550,80,8,0.1,25,1.825
200,2135,550,80,8,0.1,25,1.825
200,2065,550,80,8,0.1,25,1.825
200,2086,550,80,8,0.1,25,1.825
200,2097,550,80,8,0.1,25,1.825
200,2064,550,80,8,0.1,25,1.825
200,2084,550,80,8,0.1,25,1.825
200,2091,550,80,8,0.1,25,1.825
200,2074,550,80,8,0.1,25,1.825
200,2099,550,80,8,0.1,25,1.825
200,2138,550,80,8,0.1,25,1.825
200,2089,550,80,8,0.1,25,1.825
200,2147,550,80,8,0.1,25,1.825
200,2126,550,80,8,0.1,25,1.825
200,2086,550,80,8,0.1,25,1.825
200,2136,840,120,12,0.1,25,1.825
200,2062,840,120,12,0.1,25,1.825
200,2019,840,120,12,0.1,25,1.825
200,2050,840,120,12,0.1,25,1.825
200,2059,840,120,12,0.1,25,1.825
200,2059,840,120,12,0.1,25,1.825
200,2108,840,120,12,0.1,25,1.825
200,2201,840,120,12,0.1,25,1.825
200,1977,840,120,12,0.1,25,1.825
200,2009,840,120,12,0.1,25,1.825
200,2013,840,120,12,0.1,25,1.825
200,2028,840,120,12,0.1,25,1.825
200,2022,840,120,12,0.1,25,1.825
200,2011,840,120,12,0.1,25,1.825
200,1979,840,120,12,0.1,25,1.825
200,2036,840,120,12,0.1,25,1.825
200,2061,840,120,12,0.1,25,1.825
200,2051,840,120,12,0.1,25,1.825
200,2078,840,120,12,0.1,25,1.825
200,2065,840,120,12,0.1,25,1.825
200,1965,840,120,12,0.1,25,1.825
200,2004,840,120,12,0.1,25,1.825
200,2070,840,120,12,0.1,25,1.825
200,2080,840,120,12,0.1,25,1.825
200,2083,840,120,12,0.1,25,1.825
200,2053,840,120,12,0.1,25,1.825
200,1974,840,120,12,0.1,25,1.825
200,2058,840,120,12,0.1,25,1.825
200,2131,840,120,12,0.1,25,1.825
200,1957,840,120,12,0.1,25,1.825
200,2064,840,120,12,0.1,25,1.825
200,2058,840,120,12,0.1,25,1.825
200,1969,840,120,12,0.1,25,1.825
200,2072,840,120,12,0.1,25,1.825
200,2064,840,120,12,0.1,25,1.825
200,2115,840,120,12,0.1,25,1.825
200,2121,840,120,12,0.1,25,1.825
200,1989,840,120,12,0.1,25,1.825
200,2113,840,120,12,0.1,25,1.825
200,2291,840,120,12,0.1,25,1.825
200,1881,840,120,12,0.1,25,1.825
200,2239,840,120,12,0.1,25,1.825
200,2146,840,120,12,0.1,25,1.825
200,2155,840,120,12,0.1,25,1.825
200,2235,840,120,12,0.1,25,1.825
200,2198,840,120,12,0.1,25,1.825
200,2306,840,120,12,0.1,25,1.825
200,2306,840,120,12,0.1,25,1.825
200,2248,840,120,12,0.1,25,1.825
200,2292,840,120,12,0.1,25,1.825
200,2179,840,120,12,0.1,25,1.825
200,2179,840,120,12,0.1,25,1.825
200,2143,840,120,12,0.1,25,1.825
200,2197,840,120,12,0.1,25,1.825
200,2197,840,120,12,0.1,25,1.825
200,2247,840,120,12,0.1,25,1.825
200,2247,840,120,12,0.1,25,1.825
200,2247,840,120,12,0.1,25,1.825
200,2383,840,120,12,0.1,25,1.825
200,2293,840,120,12,0.1,25,1.825
200,2297,840,120,12,0.1,25,1.825
200,2285,840,120,12,0.1,25,1.825
200,2172,840,120,12,0.1,25,1.825
200,2172,840,120,12,0.1,25,1.825
200,2276,840,120,12,0.1,25,1.825
