Latitude,Longitude,Rate,Depth,Thick,Temp,Perm,Poro,Time,Weight,Injectivity_ton/(day*MPa),Cost_M$,PlumeRadius_m
48.797655,-101.477595,1000,1614,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.819389,-101.47769,1000,1610,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.790859,-101.478306,1000,1615,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.993079,-101.478529,1000,1613,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.80851,-101.48303,1000,1597,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.801274,-101.483046,1000,1618,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.794049,-101.483104,1000,1626,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.815771,-101.483124,1000,1606,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.822568,-101.48387,1000,1611,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.997176,-101.48394,1000,1612,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.989422,-101.483969,1000,1613,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.638397,-101.486647,1000,1654,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.804916,-101.488187,1000,1615,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.797677,-101.48823,1000,1620,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.812143,-101.488639,1000,1595,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.826889,-101.488788,1000,1606,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.819388,-101.488906,1000,1600,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.801322,-101.493389,1000,1617,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.808561,-101.493872,1000,1602,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.81578,-101.493932,1000,1596,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.830306,-101.494078,1000,1606,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.823005,-101.494147,1000,1612,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.997103,-101.494278,1000,1618,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.656486,-101.497522,1000,1635,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.652857,-101.497543,1000,1645,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.819391,-101.499204,1000,1603,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.660131,-101.502966,1000,1648,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.65657,-101.502986,1000,1654,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.653284,-101.503667,1000,1664,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.653284,-101.503667,1000,1664,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.823436,-101.5041,1000,1606,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.998008,-101.504143,1000,1625,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.83732,-101.504871,1000,1607,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.652843,-101.507933,1000,1674,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.652843,-101.507933,1000,1674,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.660128,-101.508102,1000,1660,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.656509,-101.508514,1000,1669,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.663745,-101.508516,1000,1654,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.587771,-101.508553,1000,1696,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.595007,-101.508562,1000,1693,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.848041,-101.510224,1000,1604,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.931651,-101.510251,1000,1629,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.656506,-101.513978,1000,1673,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.660124,-101.51398,1000,1674,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.663742,-101.513982,1000,1667,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.66736,-101.513984,1000,1657,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.525844,-101.513997,1000,1721,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.668264,-101.513997,1000,1658,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.591376,-101.514015,1000,1695,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.584578,-101.51421,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.266975,-101.514379,1000,1885,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.845309,-101.515689,1000,1623,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.974992,-101.515826,1000,1624,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.848445,-101.516101,1000,1615,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.986202,-101.516512,1000,1623,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.653117,-101.518861,1000,1669,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.594994,-101.51923,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.667362,-101.51945,1000,1672,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.671041,-101.519452,1000,1667,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.587758,-101.519466,1000,1697,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.845317,-101.520509,1000,1623,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.848498,-101.521195,1000,1627,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.852116,-101.521205,1000,1627,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.902295,-101.521916,1000,1610,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.85226,-101.525874,1000,1627,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.905917,-101.526184,1000,1615,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.899451,-101.52643,1000,1615,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.862953,-101.526672,1000,1634,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.848508,-101.526679,1000,1625,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.855305,-101.526685,1000,1624,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.988935,-101.527525,1000,1626,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.631192,-101.530634,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.985872,-101.532124,1000,1622,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.852136,-101.532231,1000,1629,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.855754,-101.532231,1000,1626,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.859356,-101.532231,1000,1632,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.935339,-101.532319,1000,1601,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.935339,-101.532319,1000,1601,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.927613,-101.532857,1000,1597,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.992978,-101.532958,1000,1626,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.62037,-101.536203,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.616752,-101.536758,1000,1690,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.623577,-101.536885,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.93852,-101.537158,1000,1607,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.931433,-101.537328,1000,1594,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.989788,-101.537791,1000,1624,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.992967,-101.537791,1000,1627,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.996585,-101.537872,1000,1624,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.996172,-101.538478,1000,1624,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.613136,-101.541534,1000,1705,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.616754,-101.541598,1000,1697,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.620372,-101.541666,1000,1716,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.62399,-101.541735,1000,1710,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.989784,-101.542624,1000,1627,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.993398,-101.543295,1000,1630,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.942579,-101.543296,1000,1609,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.996583,-101.543378,1000,1630,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.616753,-101.546401,1000,1716,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.62355,-101.546526,1000,1710,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.68542,-101.54679,1000,1684,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.616341,-101.547051,1000,1710,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.620371,-101.547128,1000,1707,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.69222,-101.547431,1000,1675,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.939402,-101.548143,1000,1601,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.939402,-101.548143,1000,1601,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.992972,-101.548581,1000,1631,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.989354,-101.54879,1000,1629,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.989354,-101.54879,1000,1629,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.939237,-101.54881,1000,1603,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.996275,-101.54887,1000,1629,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.627655,-101.552382,1000,1715,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.997159,-101.553975,1000,1626,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.917136,-101.554238,1000,1620,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.993413,-101.554285,1000,1631,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.652976,-101.557816,1000,1704,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.997274,-101.559905,1000,1630,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.656554,-101.562871,1000,1707,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.638251,-101.563006,1000,1720,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.638251,-101.563006,1000,1720,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.66379,-101.563284,1000,1701,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.992998,-101.565282,1000,1634,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.997272,-101.565411,1000,1633,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.410504,-101.568072,1000,1819,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.667408,-101.568733,1000,1704,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.667408,-101.568733,1000,1704,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.652969,-101.568745,1000,1716,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.660172,-101.568754,1000,1708,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.050143,-101.568991,1000,2105,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.997699,-101.570388,1000,1635,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.997699,-101.570388,1000,1635,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.413347,-101.573443,1000,1833,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.66379,-101.573573,1000,1713,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.998582,-101.574653,1000,1637,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.617156,-101.574687,1000,1749,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.656335,-101.576876,1000,1718,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.667737,-101.576876,1000,1712,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.638474,-101.579401,1000,1738,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.982276,-101.598214,1000,1635,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.548071,-101.600786,1000,1720,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.536926,-101.600855,1000,1773,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.541163,-101.600862,1000,1749,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.591564,-101.600932,1000,1735,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.649321,-101.60101,1000,1750,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.693116,-101.606398,1000,1736,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.942599,-101.608446,1000,1643,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.548159,-101.609586,1000,1751,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.537146,-101.61176,1000,1783,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.540728,-101.611765,1000,1770,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.544374,-101.611771,1000,1775,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.535297,-101.617233,1000,1799,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.548052,-101.617358,1000,1781,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.540817,-101.617616,1000,1811,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.996255,-101.620287,1000,1638,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985857,-101.625008,1000,1647,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.993495,-101.625787,1000,1643,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.997209,-101.625794,1000,1643,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.652885,-101.628057,1000,1744,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.656527,-101.628075,1000,1752,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.529836,-101.628091,1000,1786,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.529836,-101.628091,1000,1786,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.527177,-101.628096,1000,1790,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.541301,-101.628218,1000,1819,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.993048,-101.630634,1000,1642,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.529861,-101.630775,1000,1787,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.996404,-101.631308,1000,1639,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.692826,-101.633601,1000,1759,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.580719,-101.633629,1000,1774,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.519062,-101.633732,1000,1795,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.985423,-101.635376,1000,1649,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.978597,-101.635922,1000,1651,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.997825,-101.636094,1000,1647,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.993453,-101.636141,1000,1643,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.573478,-101.639104,1000,1783,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.224072,-101.639424,1000,2132,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.527178,-101.640432,1000,1803,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.996381,-101.640968,1000,1646,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.978596,-101.641501,1000,1652,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.993037,-101.641576,1000,1643,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.577996,-101.643192,1000,1796,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.69644,-101.644314,1000,1755,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.69644,-101.644314,1000,1755,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.493698,-101.644528,1000,1828,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.50456,-101.644552,1000,1814,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.486902,-101.645198,1000,1826,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.997855,-101.646512,1000,1652,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985787,-101.647013,1000,1654,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.573475,-101.649766,1000,1787,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.497333,-101.64997,1000,1828,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.490091,-101.649981,1000,1833,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.222582,-101.650253,1000,2186,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.227736,-101.650301,1000,2169,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.988994,-101.651915,1000,1655,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985787,-101.652512,1000,1653,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.996755,-101.652621,1000,1656,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.519993,-101.654082,1000,1818,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.514291,-101.654089,1000,1815,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.012409,-101.654675,1000,2141,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.216852,-101.65499,1000,2212,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.493717,-101.655423,1000,1826,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.500957,-101.655426,1000,1826,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.500957,-101.655426,1000,1826,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.577106,-101.65547,1000,1801,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.162492,-101.655593,1000,2203,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.090115,-101.655815,1000,2149,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.508385,-101.655822,1000,1825,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.501368,-101.65605,1000,1825,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.978573,-101.657984,1000,1662,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985809,-101.658012,1000,1655,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.982578,-101.65865,1000,1659,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.22417,-101.659524,1000,2209,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.231274,-101.660239,1000,2188,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.19525,-101.66037,1000,2219,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.518834,-101.660626,1000,1821,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.570238,-101.661002,1000,1789,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.50458,-101.661004,1000,1814,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.507295,-101.662384,1000,1824,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.514626,-101.662433,1000,1825,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.765076,-101.662959,1000,1754,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.761665,-101.663254,1000,1749,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.982214,-101.66363,1000,1661,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985832,-101.663647,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.989378,-101.663665,1000,1663,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.996179,-101.664369,1000,1660,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.520074,-101.665162,1000,1810,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.017574,-101.665564,1000,2133,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.500966,-101.66577,1000,1831,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.224192,-101.665929,1000,2219,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.227811,-101.665952,1000,2225,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.235208,-101.667707,1000,2184,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.906346,-101.669039,1000,1689,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.971474,-101.669116,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.971474,-101.669116,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.978619,-101.66912,1000,1659,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.982236,-101.669129,1000,1665,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985854,-101.669147,1000,1668,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.989365,-101.669164,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.992982,-101.669182,1000,1665,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.249466,-101.671281,1000,2121,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.242304,-101.671341,1000,2159,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.521919,-101.671966,1000,1831,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.515587,-101.671976,1000,1820,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.508221,-101.672339,1000,1833,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.526374,-101.672357,1000,1833,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.979033,-101.673993,1000,1671,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.99616,-101.674033,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.89549,-101.674523,1000,1692,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.888255,-101.674526,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.888255,-101.674526,1000,1698,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.971916,-101.674614,1000,1660,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.975002,-101.674616,1000,1663,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.982237,-101.674629,1000,1669,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985855,-101.674647,1000,1678,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.989357,-101.674664,1000,1670,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.992317,-101.674678,1000,1673,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.892284,-101.675191,1000,1704,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.249183,-101.676711,1000,2137,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.245917,-101.676712,1000,2155,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.237474,-101.676715,1000,2221,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.692748,-101.677829,1000,1753,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.981782,-101.679043,1000,1676,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.981849,-101.67946,1000,1681,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.992535,-101.679512,1000,1677,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.891883,-101.680014,1000,1696,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.888257,-101.680015,1000,1695,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.971918,-101.680111,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.978599,-101.680116,1000,1666,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.985396,-101.680144,1000,1679,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.9683,-101.680172,1000,1671,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.271261,-101.68194,1000,2074,500,80,9,0.1,25,9.125,152.6099,12.8409,201.3144
48.265833,-101.681965,1000,2085,500,80,9,0.1,25,9.125,152.6099,12.8409,201.3144
48.260303,-101.68201,1000,2114,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.981761,-101.684777,1000,1671,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.975402,-101.684875,1000,1669,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.971482,-101.68497,1000,1675,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.88826,-101.685427,1000,1699,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.895495,-101.685439,1000,1696,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.975065,-101.685548,1000,1672,500,80,9,0.1,25,9.125,152.6099,12.5823,200.0409
48.960628,-101.685661,1000,1679,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.968275,-101.685676,1000,1677,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.111658,-101.687173,1000,2148,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.245908,-101.687555,1000,2173,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.969317,-101.687569,1000,1682,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.60249,-101.68822,1000,1806,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.253076,-101.690213,1000,2156,500,80,9,0.1,25,9.125,152.6099,12.8442,201.056
48.776192,-101.690232,1000,1764,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.971484,-101.69049,1000,1677,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.790643,-101.690568,1000,1756,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.844865,-101.690896,1000,1715,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.797468,-101.691181,1000,1758,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
48.964249,-101.691198,1000,1682,500,80,9,0.1,25,9.125,152.6099,12.5961,200.0409
